Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Chicago Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Chicago Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Chicago Tape C,Consolidated Tape C
20201211,909.3,252.1,12.5,54.6,12.5,"4,375.5",38.2,231.2,23.4,19.4,11.7,"1,394.6",61.7,343.3,7.5,25.9,9.4,"4,292.7"
20201210,966.7,267.7,11.9,58.0,13.6,"4,659.4",44.6,248.5,25.0,22.0,9.4,"1,409.6",58.4,367.4,8.5,24.2,5.8,"4,518.8"
20201209,"1,055.1",286.1,14.2,63.8,8.9,"5,233.8",59.3,294.6,28.3,26.7,13.5,"1,779.2",78.9,400.5,9.2,28.9,5.9,"5,168.5"
20201208,911.4,252.6,11.4,54.2,14.1,"4,584.6",36.8,212.4,31.0,17.6,9.6,"1,313.2",63.8,385.9,7.7,27.6,5.0,"4,809.5"
20201207,931.4,277.0,12.5,61.9,5.8,"4,809.5",39.4,257.2,29.1,24.1,9.0,"1,437.0",64.9,380.5,8.5,27.2,4.1,"4,773.1"
20201204,975.5,282.3,13.6,64.3,13.0,"5,099.9",43.5,247.1,23.7,25.5,12.6,"1,433.2",71.5,428.4,8.0,26.7,8.0,"5,086.9"
20201203,984.1,266.7,13.5,67.6,5.4,"5,069.5",47.2,252.5,24.4,25.5,6.3,"1,496.7",59.3,385.5,9.6,28.4,4.2,"5,212.5"
20201202,997.5,291.4,11.6,60.6,15.5,"5,041.3",43.1,269.1,32.2,26.0,11.7,"1,641.4",74.3,444.5,8.5,29.6,7.0,"5,195.0"
20201201,"1,047.7",309.3,13.4,66.2,13.1,"5,420.7",51.8,354.3,36.8,31.6,12.6,"1,973.7",86.7,559.3,10.3,31.1,5.6,"6,512.4"
20201130,"1,934.1",342.3,12.4,68.6,22.1,"6,391.1",49.6,342.1,36.9,32.4,5.9,"1,825.1",93.0,625.1,31.3,54.6,7.5,"7,781.5"
20201127,530.1,201.1,5.8,27.2,3.8,"2,778.4",22.5,153.6,20.7,13.4,3.7,851.2,43.9,312.9,4.3,14.4,2.1,"3,401.8"
20201125,966.9,314.5,12.1,61.3,6.8,"4,911.4",41.7,278.3,31.6,24.6,5.5,"1,568.5",62.7,367.3,6.9,28.2,6.2,"4,448.6"
20201124,"1,202.4",397.9,15.9,81.3,10.1,"6,280.5",49.9,317.2,37.4,31.5,11.2,"1,875.4",92.9,530.4,10.6,41.9,5.9,"6,339.6"
20201123,990.7,309.6,11.4,65.3,9.6,"5,061.4",47.6,311.7,39.0,29.4,10.5,"1,809.4",76.2,472.3,9.7,30.1,8.3,"5,475.0"
20201120,957.0,220.6,9.8,55.0,13.1,"4,241.9",34.1,214.0,25.4,22.9,16.7,"1,268.9",76.2,397.6,9.4,27.3,6.8,"5,352.4"
20201119,893.9,269.5,11.4,58.4,18.0,"4,365.7",45.0,235.5,22.6,24.1,5.7,"1,393.5",101.2,509.7,9.2,26.1,7.3,"5,386.8"
20201118,993.9,337.9,12.7,68.1,11.0,"5,289.0",48.7,268.1,26.2,30.2,8.4,"1,558.1",72.5,359.3,10.1,41.0,7.5,"4,733.4"
20201117,956.1,297.0,11.1,66.8,11.8,"4,813.6",49.2,265.4,25.9,27.3,10.8,"1,674.8",59.6,319.1,6.7,27.2,5.2,"4,145.1"
20201116,"1,086.1",340.6,11.7,73.8,8.7,"5,297.2",44.7,297.1,22.7,32.1,14.3,"1,650.8",58.8,347.5,8.1,28.5,9.7,"4,173.3"
20201113,887.1,285.8,10.4,63.5,9.1,"4,719.7",41.3,271.0,23.0,26.7,8.4,"1,567.1",51.6,277.2,5.6,25.4,5.8,"3,654.2"
20201112,"1,046.6",299.3,11.7,65.1,14.1,"4,912.5",52.5,299.3,19.7,29.8,8.8,"1,622.2",57.5,307.9,7.4,27.8,5.9,"3,886.7"
20201111,930.5,260.4,13.8,70.0,11.6,"4,640.6",40.5,245.4,18.6,28.0,6.4,"1,352.3",59.8,351.9,9.4,26.9,6.8,"3,856.5"
20201110,"1,227.1",361.1,17.7,93.7,13.0,"6,042.1",65.0,365.0,23.4,42.5,12.8,"1,936.0",82.9,412.1,14.8,37.7,12.0,"4,740.3"
20201109,"1,712.8",605.9,23.0,113.0,9.3,"8,572.7",103.6,590.0,36.5,64.6,9.5,"2,916.1",103.1,595.3,14.4,43.4,13.5,"5,864.5"
20201106,943.0,285.8,12.4,62.0,10.7,"4,859.2",49.4,275.7,21.1,31.1,8.8,"1,518.9",68.3,344.8,11.6,30.6,11.5,"4,186.4"
20201105,930.9,290.7,13.4,66.6,14.8,"4,861.2",62.5,369.1,26.1,41.2,10.8,"1,910.6",67.7,332.8,10.2,28.7,12.1,"3,848.9"
20201104,995.4,263.0,16.4,67.9,7.0,"4,791.1",82.3,435.4,25.9,42.1,9.6,"2,141.3",73.2,316.8,10.8,31.0,7.0,"3,620.8"
20201103,863.4,228.0,14.3,65.2,5.7,"4,242.9",55.9,312.1,23.1,36.2,6.9,"1,657.6",58.3,270.1,9.7,27.6,10.8,"3,217.4"
20201102,891.8,233.9,12.9,66.1,11.6,"4,316.4",52.7,306.1,20.8,32.9,6.2,"1,615.8",57.7,271.2,9.3,28.4,6.9,"3,209.5"
20201030,"1,208.8",250.8,17.0,76.9,5.4,"4,853.7",63.7,342.1,28.2,38.3,5.7,"1,863.8",72.3,293.9,14.8,32.4,4.5,"3,675.5"
20201029,"1,002.6",280.1,16.4,80.3,5.9,"4,913.2",61.0,329.5,25.8,33.8,8.1,"1,748.5",62.2,283.8,9.4,27.1,6.9,"3,244.2"
20201028,"1,094.7",308.9,19.0,81.1,8.8,"5,142.5",75.4,395.9,31.3,42.0,9.0,"2,079.2",71.6,349.1,13.0,29.4,4.7,"3,933.2"
20201027,795.7,209.4,13.4,56.8,4.9,"3,962.4",40.7,220.1,21.1,22.1,8.5,"1,217.7",56.8,245.1,7.8,21.4,3.9,"3,104.8"
20201026,827.9,203.0,15.2,60.0,4.4,"4,003.2",53.8,273.2,28.7,30.0,4.7,"1,635.0",59.7,240.5,9.1,24.4,5.2,"3,205.2"
20201023,721.9,183.2,11.6,56.1,9.5,"3,651.6",34.0,186.7,19.3,23.1,6.6,"1,074.9",53.0,261.7,8.0,24.1,4.8,"3,145.6"
20201022,845.4,211.1,13.7,64.3,7.0,"4,173.0",41.5,216.1,21.8,25.1,5.4,"1,259.7",57.6,282.9,9.5,26.9,18.6,"3,434.4"
20201021,851.6,212.2,14.1,60.9,10.7,"4,106.1",43.7,233.8,25.2,26.0,5.8,"1,374.1",54.7,269.6,10.2,24.7,5.0,"3,469.3"
20201020,755.5,217.1,11.6,61.1,4.9,"3,918.0",46.1,238.5,20.4,27.2,7.1,"1,348.8",61.2,281.6,9.9,25.8,5.5,"3,510.4"
20201019,834.9,209.7,11.9,56.3,6.3,"4,092.0",39.1,223.6,22.6,25.6,4.7,"1,257.0",54.2,274.7,9.3,24.6,4.5,"3,478.2"
20201016,889.5,250.5,13.5,58.7,13.2,"4,689.7",32.1,187.7,18.9,21.7,10.5,"1,118.6",50.6,229.2,12.9,22.4,11.3,"3,170.2"
20201015,758.4,202.4,11.9,55.0,7.1,"3,724.6",39.6,219.3,23.4,24.8,9.2,"1,256.0",51.7,266.2,10.1,25.1,9.2,"3,325.3"
20201014,767.0,221.5,12.2,61.4,7.4,"3,861.4",38.1,218.0,23.6,25.2,8.9,"1,318.7",57.1,267.3,12.3,22.2,8.5,"3,412.9"
20201013,760.7,194.1,10.9,57.2,5.7,"3,615.2",41.1,242.0,26.4,25.7,5.5,"1,407.5",58.7,286.6,9.7,24.7,7.1,"3,634.1"
20201012,747.0,172.4,9.9,50.7,2.9,"3,435.9",33.5,207.9,20.5,21.3,5.0,"1,171.6",65.9,291.9,9.3,26.4,7.4,"3,885.0"
20201009,851.5,206.0,11.4,64.0,7.0,"3,944.2",43.8,273.7,31.9,27.6,9.3,"1,573.6",56.7,267.9,8.2,22.4,4.8,"3,504.2"
20201008,802.6,206.5,10.4,64.6,10.0,"3,871.4",38.9,291.2,40.6,28.9,6.7,"1,786.5",55.8,265.1,10.4,25.8,5.2,"3,510.6"
20201007,888.8,196.4,11.6,65.7,8.2,"3,824.6",38.9,242.3,24.1,28.7,8.5,"1,456.3",59.1,309.2,8.9,28.0,5.3,"3,912.3"
20201006,999.3,236.5,13.7,75.8,5.1,"4,460.9",61.2,346.7,28.3,38.3,8.4,"1,833.8",70.3,356.7,11.4,32.2,6.3,"4,394.3"
20201005,851.1,181.9,10.4,63.2,9.6,"3,692.8",37.5,234.1,20.9,28.1,5.4,"1,272.6",52.8,269.9,7.2,26.3,3.2,"3,623.9"
20201002,904.7,223.2,12.6,67.5,6.5,"3,979.2",55.6,322.8,29.7,36.5,9.2,"1,726.5",66.7,293.9,10.2,30.6,7.1,"3,732.2"
20201001,859.3,220.0,12.6,70.0,9.8,"4,076.5",44.1,287.5,21.0,38.7,12.3,"1,595.5",66.7,301.2,8.9,33.0,6.7,"4,005.9"
20200930,"1,277.7",228.0,15.1,77.9,5.3,"4,748.5",54.1,298.0,27.7,35.3,11.4,"1,651.2",59.6,316.5,12.2,32.7,3.4,"4,263.8"
20200929,702.7,190.1,11.4,67.7,7.9,"3,663.2",36.8,245.4,30.8,26.9,6.2,"1,427.5",49.3,253.9,8.2,25.6,4.6,"3,389.8"
20200928,857.5,224.1,13.0,71.6,3.1,"3,953.9",40.6,230.0,22.2,32.3,3.4,"1,315.5",55.1,277.7,10.1,27.2,4.0,"3,593.1"
20200925,809.3,215.3,11.5,63.2,6.0,"3,812.5",48.0,245.9,21.5,31.0,12.0,"1,406.7",57.6,293.5,9.0,30.1,6.4,"3,785.3"
20200924,929.0,272.0,14.6,72.9,9.1,"4,603.2",63.9,340.1,28.6,45.0,6.8,"1,896.5",68.1,333.3,8.7,30.9,5.8,"4,086.4"
20200923,"1,003.6",235.0,14.5,67.6,6.7,"4,379.6",56.3,321.6,29.2,40.4,11.5,"1,823.9",64.7,327.8,10.2,31.3,5.6,"4,097.3"
20200922,951.6,204.1,13.2,60.3,7.0,"3,978.8",40.3,237.7,23.1,36.5,5.7,"1,409.8",56.2,253.3,8.4,28.4,8.3,"3,515.8"
20200921,"1,238.1",257.6,15.7,73.5,4.2,"4,852.2",65.8,390.7,38.3,48.1,9.1,"2,135.6",66.6,289.3,16.5,30.9,6.6,"3,908.3"
20200918,"3,372.5",255.3,14.2,81.8,22.1,"7,245.8",49.3,261.3,75.5,36.1,17.4,"1,581.9",64.7,310.2,170.2,32.8,8.7,"5,920.5"
20200917,"1,063.7",237.5,13.4,72.2,13.8,"4,381.2",49.3,272.0,30.5,32.3,6.5,"1,683.7",54.7,278.6,7.3,26.5,7.0,"3,740.1"
20200916,"1,092.2",260.9,13.6,77.9,12.3,"4,719.2",46.6,258.1,25.7,33.2,10.5,"1,482.4",53.2,270.2,6.7,29.2,9.5,"3,678.0"
20200915,849.8,220.4,13.5,67.7,8.5,"4,063.2",35.8,213.7,21.1,26.3,10.0,"1,201.8",50.0,290.8,9.2,26.3,8.0,"3,788.0"
20200914,860.1,203.5,13.1,68.3,9.6,"3,839.7",36.8,225.8,23.1,30.4,7.4,"1,261.6",49.8,300.1,8.2,27.6,15.3,"3,737.7"
20200911,828.1,205.9,12.4,67.6,8.9,"3,711.5",59.9,313.8,26.4,34.7,9.2,"1,659.3",52.6,299.4,8.8,27.9,9.0,"3,631.0"
20200910,913.8,239.2,15.3,75.3,9.6,"4,211.2",68.5,332.2,25.9,40.5,13.3,"1,803.3",57.4,335.2,9.6,31.9,5.2,"3,841.1"
20200909,870.2,207.4,13.8,70.2,8.5,"3,935.6",55.4,293.8,25.7,34.0,9.2,"1,652.0",55.9,290.2,7.9,28.9,7.3,"3,550.7"
20200908,"1,019.2",273.8,16.3,83.6,9.0,"4,695.8",78.3,378.1,29.9,46.9,10.0,"2,023.1",72.8,340.7,13.5,33.1,8.8,"3,908.2"
20200904,962.4,249.4,13.1,72.4,3.1,"4,441.4",92.4,489.2,38.4,52.3,7.6,"2,651.5",66.9,378.5,12.8,33.4,6.0,"4,287.1"
20200903,994.5,291.1,14.7,81.7,4.5,"4,913.2",96.2,507.0,38.8,54.1,8.5,"2,671.4",74.1,391.5,10.7,39.0,8.8,"4,465.5"
20200902,886.4,241.8,13.2,66.0,14.2,"4,296.5",56.4,293.9,27.4,37.5,6.4,"1,681.8",61.1,308.5,9.3,29.5,5.7,"3,982.7"
20200901,814.6,235.9,12.6,60.4,8.9,"4,102.0",48.8,269.1,25.8,32.3,4.6,"1,447.1",54.0,275.5,7.1,26.2,11.1,"3,511.2"
20200831,"1,200.6",242.0,11.9,65.6,3.3,"4,416.8",49.7,269.4,35.9,36.6,8.0,"1,553.4",54.9,279.9,26.8,26.4,6.8,"3,631.2"
20200828,836.8,231.0,11.3,56.0,4.4,"3,916.4",37.9,222.3,23.8,31.7,8.6,"1,283.9",45.4,236.1,14.8,25.4,4.6,"3,022.0"
20200827,780.1,232.8,9.9,64.5,9.7,"3,958.1",56.4,311.1,33.4,42.4,4.8,"1,751.4",55.0,273.3,7.5,30.3,6.7,"3,548.6"
20200826,745.6,211.2,9.5,55.6,5.7,"3,780.7",40.8,232.3,28.6,31.6,8.2,"1,426.0",51.2,268.6,6.6,25.3,14.6,"3,471.5"
20200825,714.3,192.7,9.1,57.9,12.4,"3,628.6",40.2,228.3,28.5,33.9,5.3,"1,338.2",47.4,269.6,7.1,25.3,14.7,"3,476.7"
20200824,774.9,201.9,9.8,58.2,7.7,"3,745.0",38.3,232.1,35.1,34.3,8.1,"1,415.3",54.9,311.7,9.4,29.0,8.1,"3,907.8"
20200821,843.7,173.6,9.3,56.3,10.5,"3,511.4",36.9,212.7,26.5,31.6,11.5,"1,259.3",45.3,320.9,11.6,28.4,12.7,"3,935.6"
20200820,708.5,190.0,9.7,58.5,10.4,"3,432.6",40.9,246.5,24.0,32.5,7.5,"1,334.0",52.5,348.0,6.6,28.9,6.9,"4,216.1"
20200819,768.1,202.1,9.4,57.8,6.6,"3,681.9",48.2,266.6,32.3,30.9,9.2,"1,526.6",45.0,288.1,6.4,25.5,7.4,"3,497.0"
20200818,773.9,209.0,10.7,59.4,13.0,"3,672.9",39.8,238.5,28.1,27.7,7.6,"1,346.4",44.6,272.9,17.1,24.8,5.0,"3,239.6"
20200817,744.6,198.6,8.8,59.4,16.0,"3,460.4",36.0,234.3,34.2,27.4,4.9,"1,429.8",43.6,260.7,5.7,23.8,8.6,"3,214.9"
20200814,717.6,180.9,9.0,53.8,6.8,"3,202.1",35.9,215.1,24.9,27.0,8.6,"1,213.2",42.8,288.8,5.6,24.6,8.2,"3,514.3"
20200813,718.1,200.2,10.5,59.6,7.3,"3,438.9",45.0,306.4,44.8,36.4,6.0,"1,932.8",43.9,292.1,7.0,27.0,5.4,"3,480.5"
20200812,775.9,216.0,10.0,66.7,7.7,"3,777.2",52.9,332.4,48.0,42.2,8.3,"2,020.2",49.7,304.0,8.6,31.7,4.4,"3,746.9"
20200811,962.6,293.2,12.7,82.7,7.9,"4,887.2",69.5,374.5,39.2,49.2,7.8,"2,193.8",58.2,369.2,13.2,36.7,3.4,"4,336.7"
20200810,864.1,250.3,11.1,72.8,5.2,"4,327.9",45.2,253.8,35.3,34.9,4.7,"1,512.2",53.9,327.9,7.4,31.2,6.0,"4,048.4"
20200807,808.1,244.9,10.9,73.2,7.5,"4,110.2",52.3,298.6,28.8,43.5,9.2,"1,641.8",56.5,326.1,8.0,31.3,14.9,"4,263.9"
20200806,807.2,250.9,10.9,71.8,15.0,"4,279.4",44.3,266.1,31.9,36.2,6.3,"1,505.1",51.5,319.0,7.8,29.6,4.5,"4,120.0"
20200805,900.3,261.3,12.1,78.4,6.4,"4,535.3",51.0,290.6,34.4,37.0,7.5,"1,664.8",47.2,321.1,7.7,28.2,7.9,"4,160.7"
20200804,863.3,258.9,10.9,80.5,12.4,"4,414.4",45.4,271.0,31.4,39.1,8.4,"1,522.2",53.5,316.0,6.5,27.4,6.9,"4,016.5"
20200803,871.7,266.0,10.6,74.4,5.1,"4,439.1",40.9,279.4,26.1,40.3,7.0,"1,475.2",55.0,328.7,5.8,29.5,16.6,"4,203.9"
20200731,"1,325.3",274.1,13.1,88.7,11.0,"5,027.4",61.5,333.9,32.3,47.5,3.6,"1,818.3",63.8,336.3,10.7,37.7,5.4,"4,444.2"
20200730,826.4,262.4,12.0,75.5,8.2,"4,265.1",55.6,308.5,28.6,42.7,6.8,"1,832.4",58.2,341.3,5.6,31.9,6.8,"4,185.8"
20200729,862.5,280.9,10.3,77.1,7.1,"4,480.0",45.2,265.0,29.4,37.6,6.8,"1,539.0",52.5,319.2,6.5,32.5,3.3,"4,010.7"
20200728,725.4,276.9,9.7,77.3,5.1,"4,053.5",45.5,255.3,29.3,37.7,5.1,"1,500.7",48.8,297.6,4.3,29.9,4.6,"3,894.7"
20200727,800.6,237.9,9.6,74.4,5.9,"3,981.0",47.6,274.8,39.4,39.9,8.3,"1,658.2",48.8,325.5,8.4,30.7,5.5,"4,247.7"
20200724,713.0,232.7,8.7,73.6,11.0,"3,691.1",55.6,298.6,32.3,45.2,4.8,"1,750.7",51.4,339.4,5.3,35.0,6.1,"4,233.4"
20200723,822.5,264.2,9.2,84.5,8.2,"4,298.7",62.8,349.6,41.2,52.9,5.1,"2,102.7",56.6,375.2,5.9,35.0,4.0,"4,501.5"
20200722,829.7,275.6,9.2,77.2,5.9,"4,267.9",51.2,317.0,52.3,42.0,8.7,"2,064.9",55.2,321.7,5.6,29.1,5.3,"4,129.2"
20200721,898.5,299.2,10.2,89.0,7.2,"4,556.9",61.1,348.0,48.2,50.2,5.3,"2,064.5",62.4,412.5,5.7,38.2,8.4,"5,350.8"
20200720,792.5,255.5,8.1,72.0,6.2,"3,985.8",49.6,283.2,46.6,35.7,8.0,"1,818.6",57.9,337.0,9.1,35.8,6.4,"4,318.4"
20200717,875.5,245.8,8.7,73.4,7.1,"4,019.5",45.4,235.2,25.5,33.7,11.4,"1,438.5",51.8,326.3,7.0,30.5,8.2,"4,363.3"
20200716,777.1,245.7,8.6,82.3,8.8,"3,973.1",50.3,271.5,25.9,38.4,8.0,"1,547.5",51.7,337.7,4.9,35.0,5.0,"4,277.8"
20200715,953.6,294.5,8.8,100.9,5.7,"4,689.6",63.7,339.7,30.8,48.6,6.9,"1,925.1",62.5,386.1,5.4,44.0,7.4,"4,647.1"
20200714,911.2,287.1,9.1,94.8,8.0,"4,509.8",82.7,401.3,23.4,55.4,4.6,"2,084.0",63.4,390.4,6.3,43.1,5.1,"4,462.1"
20200713,"1,012.0",293.1,9.8,95.3,4.6,"4,906.4",74.4,390.5,35.7,54.7,9.6,"2,199.4",64.1,390.2,6.5,44.6,6.3,"4,852.6"
20200710,875.8,287.8,8.5,84.8,11.1,"4,524.2",53.1,278.3,23.9,37.9,4.7,"1,616.5",51.7,283.7,4.4,32.0,4.5,"3,537.5"
20200709,973.6,299.1,9.4,97.2,7.9,"4,845.3",68.7,357.7,29.2,48.7,7.8,"1,986.4",57.4,328.4,5.3,40.3,4.2,"4,013.2"
20200708,"1,029.6",299.1,9.5,92.0,7.6,"4,949.9",53.6,295.9,27.5,37.7,7.2,"1,664.8",55.4,322.5,7.3,37.5,6.5,"4,032.6"
20200707,961.3,280.2,8.8,86.6,6.9,"4,571.4",46.6,288.6,31.4,34.5,7.7,"1,722.8",56.2,346.6,5.0,38.2,5.0,"4,337.1"
20200706,"1,056.3",290.1,9.3,83.4,5.4,"4,759.4",51.0,312.3,30.1,41.6,7.5,"1,795.1",60.6,387.2,5.1,35.6,2.7,"4,570.3"
20200702,897.2,271.5,8.9,83.6,9.4,"4,197.8",49.2,317.6,33.3,39.2,6.6,"1,873.7",55.5,338.2,5.2,36.5,5.0,"4,038.9"
20200701,929.3,281.4,8.3,83.6,6.0,"4,449.8",55.2,326.6,23.5,45.4,14.2,"1,822.6",64.1,385.4,6.5,41.2,14.2,"4,624.5"
20200630,"1,256.9",282.0,10.0,102.3,6.8,"4,744.9",57.5,342.2,29.9,47.3,7.9,"1,929.8",61.3,370.7,18.0,39.8,4.0,"4,522.4"
20200629,969.1,289.2,8.3,87.7,5.4,"4,477.8",53.1,320.0,29.4,49.9,6.6,"2,092.6",56.2,355.2,6.2,38.2,4.1,"4,336.9"
20200626,"3,896.1",364.8,11.8,117.5,4.9,"8,842.7",66.7,399.4,194.9,59.8,8.8,"2,576.5",74.6,457.3,455.5,50.0,3.7,"7,757.1"
20200625,970.8,328.4,9.5,102.8,3.4,"4,851.6",60.4,349.1,27.7,51.0,10.3,"2,134.3",65.3,422.6,8.2,44.1,4.5,"4,781.3"
20200624,"1,106.3",382.0,10.4,106.5,7.1,"5,599.7",70.6,412.0,31.1,59.9,12.3,"2,392.2",74.9,476.6,8.3,49.2,4.4,"5,589.5"
20200623,"1,040.7",305.3,9.2,91.6,8.0,"4,736.5",40.0,275.1,34.9,37.0,7.0,"1,821.0",67.9,456.6,15.5,40.3,6.3,"5,764.9"
20200622,"1,089.0",287.4,10.4,88.6,7.7,"4,701.9",39.9,283.4,32.1,38.2,11.3,"1,686.7",57.2,374.4,6.0,37.4,4.5,"4,507.0"
20200619,"3,867.8",372.5,11.4,126.3,10.8,"8,696.3",57.9,373.7,120.6,54.5,19.7,"2,195.8",67.9,412.9,74.6,46.8,7.4,"6,161.7"
20200618,"1,024.0",281.5,8.5,86.0,4.9,"4,463.6",35.4,253.8,29.4,33.7,14.8,"1,543.2",55.1,372.7,5.6,34.9,4.8,"4,335.3"
20200617,"1,027.8",274.5,8.8,87.7,5.2,"4,575.9",44.4,285.1,34.4,38.2,12.4,"1,734.4",55.0,354.5,5.4,35.8,3.7,"4,279.7"
20200616,"1,274.0",389.8,11.3,105.0,7.9,"5,851.4",76.0,486.1,31.7,54.0,7.7,"2,515.7",63.0,409.5,6.3,39.8,3.6,"4,669.6"
20200615,"1,227.1",367.3,12.0,111.7,11.8,"5,762.4",66.8,429.3,31.3,55.0,17.9,"2,304.3",65.3,386.3,6.5,45.5,4.7,"4,476.0"
20200612,"1,164.2",377.3,11.8,97.8,11.3,"5,846.7",78.5,553.5,32.7,60.4,22.9,"2,992.4",62.0,368.9,6.7,44.0,7.1,"4,389.0"
20200611,"1,329.0",471.9,13.9,113.1,8.3,"7,038.6",82.9,593.7,37.7,72.7,14.6,"3,365.5",68.6,446.8,8.4,46.9,6.4,"5,300.9"
20200610,"1,193.8",430.0,12.5,102.7,21.6,"6,604.2",62.3,433.7,48.7,54.3,12.6,"2,644.7",64.2,440.1,6.5,39.8,10.1,"5,171.1"
20200609,"1,168.6",438.2,11.6,94.6,8.5,"6,427.1",49.4,354.6,43.4,45.3,10.1,"2,331.4",60.2,440.9,16.9,38.3,5.2,"5,329.8"
20200608,"1,442.4",584.4,15.2,113.4,10.2,"8,512.6",47.8,338.6,38.0,42.1,15.9,"2,219.4",67.4,483.7,8.1,41.8,4.1,"6,197.3"
20200605,"1,469.7",565.8,17.1,122.9,11.3,"8,642.6",69.5,438.5,36.7,57.5,15.0,"2,601.3",76.2,525.3,9.4,45.5,6.1,"6,607.7"
20200604,"1,157.9",405.1,11.6,108.3,18.0,"6,453.7",50.1,341.5,32.0,43.4,9.5,"2,111.9",66.2,511.0,6.8,41.8,4.1,"6,141.5"
20200603,"1,095.6",378.6,13.5,101.5,22.9,"6,013.2",55.2,356.7,28.4,46.3,18.1,"2,118.4",58.4,385.8,7.4,37.9,6.4,"4,679.7"
20200602,"1,010.1",309.7,11.4,94.0,21.8,"5,203.3",44.8,313.4,22.6,43.4,8.3,"1,807.3",49.4,335.7,6.4,33.9,4.9,"3,990.5"
20200601,907.5,285.3,11.4,87.8,21.7,"4,687.8",39.8,281.6,24.2,42.4,5.4,"1,643.6",48.0,303.4,7.0,35.9,2.9,"3,848.3"
20200529,"2,510.1",398.2,16.0,122.8,15.0,"7,399.6",64.0,408.8,32.2,54.8,9.2,"2,191.2",63.2,354.0,45.7,43.1,3.1,"4,779.7"
20200528,"1,036.3",369.1,12.9,99.5,12.6,"5,447.7",51.3,328.8,22.8,49.7,11.4,"1,941.0",54.3,349.4,6.8,41.1,5.4,"4,113.7"
20200527,"1,137.1",459.4,14.7,113.5,14.4,"6,400.3",61.4,418.7,29.2,51.3,10.4,"2,309.5",61.9,390.4,7.5,41.0,7.0,"4,489.2"
20200526,"1,144.6",417.1,13.1,112.4,10.6,"5,850.6",55.2,365.9,25.2,55.8,11.4,"1,965.8",63.3,380.8,8.4,42.4,3.1,"4,449.3"
20200522,719.9,274.1,8.6,74.4,7.1,"3,971.0",39.2,253.9,22.2,35.0,8.1,"1,428.8",46.6,308.0,5.9,30.4,3.6,"3,668.1"
20200521,981.6,325.2,10.8,95.1,8.7,"4,982.3",50.6,322.6,25.7,44.4,11.6,"1,767.1",49.0,310.5,6.9,34.7,6.7,"3,745.3"
20200520,923.4,337.5,11.1,96.4,10.3,"5,007.7",45.6,301.7,24.4,46.7,11.1,"1,734.9",55.6,378.0,8.2,39.5,7.0,"4,315.8"
20200519,901.3,332.5,12.1,101.7,12.0,"5,010.6",46.9,310.8,26.1,43.4,8.4,"1,756.7",52.1,347.2,16.5,40.2,6.6,"4,202.8"
20200518,"1,199.1",427.6,14.4,107.3,10.0,"6,374.2",53.2,381.4,32.2,53.1,10.3,"2,179.6",55.2,348.5,7.5,41.3,5.1,"4,341.8"
20200515,"1,384.6",333.1,11.2,88.8,7.8,"5,513.8",53.9,340.5,28.2,49.6,19.2,"1,945.4",53.0,333.0,7.8,36.2,7.0,"4,240.9"
20200514,"1,066.6",391.4,13.3,104.5,9.3,"5,653.7",66.5,424.6,32.9,56.0,9.7,"2,407.1",58.1,331.0,8.5,42.5,7.9,"3,966.6"
20200513,"1,129.1",432.5,13.4,110.3,11.5,"6,157.0",66.5,402.3,31.6,53.8,9.0,"2,319.0",63.5,352.5,12.6,42.4,5.1,"4,277.5"
20200512,943.8,322.3,10.8,91.4,10.3,"5,124.0",49.2,330.8,28.9,41.0,23.7,"2,070.1",57.8,347.2,7.5,38.3,4.0,"4,337.2"
20200511,"1,015.5",299.1,10.9,77.2,5.5,"4,826.6",38.8,263.5,28.8,33.0,5.4,"1,638.1",49.2,316.2,8.7,33.9,3.3,"3,926.8"
20200508,910.2,311.5,11.7,85.5,8.5,"4,868.8",40.1,280.3,26.7,35.5,28.3,"1,696.1",46.2,303.8,6.4,31.2,3.8,"3,813.6"
20200507,956.2,345.7,13.4,90.1,7.5,"5,179.7",43.4,303.9,27.7,38.8,12.4,"1,839.0",47.9,341.5,6.9,32.8,7.9,"3,787.3"
20200506,905.1,326.8,11.1,79.2,6.6,"4,893.2",38.5,268.1,21.3,36.8,5.9,"1,519.0",43.8,297.1,5.7,29.8,4.2,"3,656.8"
20200505,929.0,340.0,11.0,82.4,6.0,"5,142.3",43.9,300.1,24.5,35.5,13.2,"1,729.2",47.7,324.8,6.2,30.1,3.8,"3,933.6"
20200504,974.7,287.7,9.4,73.4,11.5,"4,742.0",43.2,284.9,26.2,34.0,7.4,"1,718.6",40.2,273.2,6.7,27.0,4.4,"3,444.5"
20200501,925.7,298.6,9.9,73.1,5.6,"4,762.2",48.6,338.1,25.3,34.8,9.5,"1,890.1",47.8,289.2,6.5,31.1,4.0,"3,741.6"
20200430,"1,537.1",388.8,10.4,96.7,7.6,"6,558.5",60.6,421.5,48.4,47.0,11.2,"2,377.0",50.3,322.8,6.5,33.2,4.9,"4,335.7"
